@relation digit
@attribute vr real
@attribute vc real
@attribute a0 integer
@attribute a1 integer
@attribute a2 integer
@attribute a3 integer
@attribute a4 integer
@attribute a5 integer
@attribute a6 integer
@attribute a7 integer
@attribute a8 integer
@attribute a9 integer
@attribute a10 integer
@attribute a11 integer
@attribute a12 integer
@attribute a13 integer
@attribute a14 integer
@attribute a15 integer
@attribute a16 integer
@attribute a17 integer
@attribute a18 integer
@attribute a19 integer
@attribute a20 integer
@attribute a21 integer
@attribute a22 integer
@attribute a23 integer
@attribute a24 integer
@attribute a25 integer
@attribute a26 integer
@attribute a27 integer
@attribute a28 integer
@attribute a29 integer
@attribute a30 integer
@attribute a31 integer
@attribute b0 {0,1}
@attribute b1 {0,1}
@attribute b2 {0,1}
@attribute b3 {0,1}
@attribute b4 {0,1}
@attribute b5 {0,1}
@attribute b6 {0,1}
@attribute b7 {0,1}
@attribute b8 {0,1}
@attribute b9 {0,1}
@attribute b10 {0,1}
@attribute b11 {0,1}
@attribute b12 {0,1}
@attribute b13 {0,1}
@attribute b14 {0,1}
@attribute b15 {0,1}
@attribute b16 {0,1}
@attribute b17 {0,1}
@attribute b18 {0,1}
@attribute b19 {0,1}
@attribute b20 {0,1}
@attribute b21 {0,1}
@attribute b22 {0,1}
@attribute b23 {0,1}
@attribute b24 {0,1}
@attribute b25 {0,1}
@attribute b26 {0,1}
@attribute b27 {0,1}
@attribute b28 {0,1}
@attribute b29 {0,1}
@attribute b30 {0,1}
@attribute b31 {0,1}
@attribute b32 {0,1}
@attribute b33 {0,1}
@attribute b34 {0,1}
@attribute b35 {0,1}
@attribute b36 {0,1}
@attribute b37 {0,1}
@attribute b38 {0,1}
@attribute b39 {0,1}
@attribute b40 {0,1}
@attribute b41 {0,1}
@attribute b42 {0,1}
@attribute b43 {0,1}
@attribute b44 {0,1}
@attribute b45 {0,1}
@attribute b46 {0,1}
@attribute b47 {0,1}
@attribute b48 {0,1}
@attribute b49 {0,1}
@attribute b50 {0,1}
@attribute b51 {0,1}
@attribute b52 {0,1}
@attribute b53 {0,1}
@attribute b54 {0,1}
@attribute b55 {0,1}
@attribute b56 {0,1}
@attribute b57 {0,1}
@attribute b58 {0,1}
@attribute b59 {0,1}
@attribute b60 {0,1}
@attribute b61 {0,1}
@attribute b62 {0,1}
@attribute b63 {0,1}
@attribute b64 {0,1}
@attribute b65 {0,1}
@attribute b66 {0,1}
@attribute b67 {0,1}
@attribute b68 {0,1}
@attribute b69 {0,1}
@attribute b70 {0,1}
@attribute b71 {0,1}
@attribute b72 {0,1}
@attribute b73 {0,1}
@attribute b74 {0,1}
@attribute b75 {0,1}
@attribute b76 {0,1}
@attribute b77 {0,1}
@attribute b78 {0,1}
@attribute b79 {0,1}
@attribute b80 {0,1}
@attribute b81 {0,1}
@attribute b82 {0,1}
@attribute b83 {0,1}
@attribute b84 {0,1}
@attribute b85 {0,1}
@attribute b86 {0,1}
@attribute b87 {0,1}
@attribute b88 {0,1}
@attribute b89 {0,1}
@attribute b90 {0,1}
@attribute b91 {0,1}
@attribute b92 {0,1}
@attribute b93 {0,1}
@attribute b94 {0,1}
@attribute b95 {0,1}
@attribute b96 {0,1}
@attribute b97 {0,1}
@attribute b98 {0,1}
@attribute b99 {0,1}
@attribute b100 {0,1}
@attribute b101 {0,1}
@attribute b102 {0,1}
@attribute b103 {0,1}
@attribute b104 {0,1}
@attribute b105 {0,1}
@attribute b106 {0,1}
@attribute b107 {0,1}
@attribute b108 {0,1}
@attribute b109 {0,1}
@attribute b110 {0,1}
@attribute b111 {0,1}
@attribute b112 {0,1}
@attribute b113 {0,1}
@attribute b114 {0,1}
@attribute b115 {0,1}
@attribute b116 {0,1}
@attribute b117 {0,1}
@attribute b118 {0,1}
@attribute b119 {0,1}
@attribute b120 {0,1}
@attribute b121 {0,1}
@attribute b122 {0,1}
@attribute b123 {0,1}
@attribute b124 {0,1}
@attribute b125 {0,1}
@attribute b126 {0,1}
@attribute b127 {0,1}
@attribute b128 {0,1}
@attribute b129 {0,1}
@attribute b130 {0,1}
@attribute b131 {0,1}
@attribute b132 {0,1}
@attribute b133 {0,1}
@attribute b134 {0,1}
@attribute b135 {0,1}
@attribute b136 {0,1}
@attribute b137 {0,1}
@attribute b138 {0,1}
@attribute b139 {0,1}
@attribute b140 {0,1}
@attribute b141 {0,1}
@attribute b142 {0,1}
@attribute b143 {0,1}
@attribute b144 {0,1}
@attribute b145 {0,1}
@attribute b146 {0,1}
@attribute b147 {0,1}
@attribute b148 {0,1}
@attribute b149 {0,1}
@attribute b150 {0,1}
@attribute b151 {0,1}
@attribute b152 {0,1}
@attribute b153 {0,1}
@attribute b154 {0,1}
@attribute b155 {0,1}
@attribute b156 {0,1}
@attribute b157 {0,1}
@attribute b158 {0,1}
@attribute b159 {0,1}
@attribute b160 {0,1}
@attribute b161 {0,1}
@attribute b162 {0,1}
@attribute b163 {0,1}
@attribute b164 {0,1}
@attribute b165 {0,1}
@attribute b166 {0,1}
@attribute b167 {0,1}
@attribute b168 {0,1}
@attribute b169 {0,1}
@attribute b170 {0,1}
@attribute b171 {0,1}
@attribute b172 {0,1}
@attribute b173 {0,1}
@attribute b174 {0,1}
@attribute b175 {0,1}
@attribute b176 {0,1}
@attribute b177 {0,1}
@attribute b178 {0,1}
@attribute b179 {0,1}
@attribute b180 {0,1}
@attribute b181 {0,1}
@attribute b182 {0,1}
@attribute b183 {0,1}
@attribute b184 {0,1}
@attribute b185 {0,1}
@attribute b186 {0,1}
@attribute b187 {0,1}
@attribute b188 {0,1}
@attribute b189 {0,1}
@attribute b190 {0,1}
@attribute b191 {0,1}
@attribute b192 {0,1}
@attribute b193 {0,1}
@attribute b194 {0,1}
@attribute b195 {0,1}
@attribute b196 {0,1}
@attribute b197 {0,1}
@attribute b198 {0,1}
@attribute b199 {0,1}
@attribute b200 {0,1}
@attribute b201 {0,1}
@attribute b202 {0,1}
@attribute b203 {0,1}
@attribute b204 {0,1}
@attribute b205 {0,1}
@attribute b206 {0,1}
@attribute b207 {0,1}
@attribute b208 {0,1}
@attribute b209 {0,1}
@attribute b210 {0,1}
@attribute b211 {0,1}
@attribute b212 {0,1}
@attribute b213 {0,1}
@attribute b214 {0,1}
@attribute b215 {0,1}
@attribute b216 {0,1}
@attribute b217 {0,1}
@attribute b218 {0,1}
@attribute b219 {0,1}
@attribute b220 {0,1}
@attribute b221 {0,1}
@attribute b222 {0,1}
@attribute b223 {0,1}
@attribute b224 {0,1}
@attribute b225 {0,1}
@attribute b226 {0,1}
@attribute b227 {0,1}
@attribute b228 {0,1}
@attribute b229 {0,1}
@attribute b230 {0,1}
@attribute b231 {0,1}
@attribute b232 {0,1}
@attribute b233 {0,1}
@attribute b234 {0,1}
@attribute b235 {0,1}
@attribute b236 {0,1}
@attribute b237 {0,1}
@attribute b238 {0,1}
@attribute b239 {0,1}
@attribute b240 {0,1}
@attribute b241 {0,1}
@attribute b242 {0,1}
@attribute b243 {0,1}
@attribute b244 {0,1}
@attribute b245 {0,1}
@attribute b246 {0,1}
@attribute b247 {0,1}
@attribute b248 {0,1}
@attribute b249 {0,1}
@attribute b250 {0,1}
@attribute b251 {0,1}
@attribute b252 {0,1}
@attribute b253 {0,1}
@attribute b254 {0,1}
@attribute b255 {0,1}
@attribute ans {0,1,2,3,4,5,6,7,8,9}
@data
2.812500,26.062500,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
11.621094,4.996094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7
8.308594,4.933594,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5
4.808594,3.933594,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,2,2,2,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,6
9.902344,6.777344,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7
0.246094,10.496094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
12.089844,12.714844,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,3,3,3,3,2,1,1,2,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,9
2.871094,14.746094,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,3,3,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8
6.746094,9.996094,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6
7.734375,5.734375,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,3,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3
2.777344,8.652344,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
6.250000,22.500000,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
6.984375,4.734375,1,1,1,1,1,1,1,1,2,2,3,3,3,2,1,1,1,1,2,2,2,3,3,3,3,3,3,3,2,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6
3.125000,2.000000,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,3,4,4,4,3,3,3,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,8
7.859375,7.609375,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,3,3,3,3,3,3,3,4,3,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3
12.234375,6.734375,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,2,2,2,3,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9
3.484375,5.734375,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
